video başlığı,YouTube URL,video ID,kanal,tarih,dil,altyazı türü,TXT dosyası
Başınız dönecek!,https://www.youtube.com/watch?v=6vYArJjffHM,6vYArJjffHM,Nur Neva ,2025-03-23,tr,otomatik,128_Başınız_dönecek!.txt
"Beni dünyaya çağırma, ona geldim fenadır…",https://www.youtube.com/watch?v=rFwhL6NRJVg,rFwhL6NRJVg,Nur Neva ,2025-03-22,tr,otomatik,"129_Beni_dünyaya_çağırma,_ona_geldim_fenadır….txt"
Eyvah aldandık!,https://www.youtube.com/watch?v=KsLMgygfM0A,KsLMgygfM0A,Nur Neva ,2025-03-22,tr,otomatik,130_Eyvah_aldandık!.txt
"Cehennemin alevleri içinde yanmaya razıyım. Çünkü vücudum yanarken, gönlüm gül-gülistan olur.",https://www.youtube.com/watch?v=epeXn4RWf_k,epeXn4RWf_k,Nur Neva ,2025-03-21,tr,otomatik,"131_Cehennemin_alevleri_içinde_yanmaya_razıyım._Çünkü_vücudum_yanarken,_gönlüm_gül_g.txt"
Bazen zulüm içinde adalet tecelli eder…,https://www.youtube.com/watch?v=0Y_Oya-eFek,0Y_Oya-eFek,Nur Neva ,2025-03-21,tr,otomatik,132_Bazen_zulüm_içinde_adalet_tecelli_eder….txt
Gönül seni bulmuş ise…,https://www.youtube.com/watch?v=7n6mRCauJhw,7n6mRCauJhw,Nur Neva ,2025-03-21,tr,otomatik,133_Gönül_seni_bulmuş_ise….txt
Risale-i Nur ferahlık verir.,https://www.youtube.com/watch?v=izrZc9e_CIA,izrZc9e_CIA,Nur Neva ,2025-03-21,tr,otomatik,134_Risale_i_Nur_ferahlık_verir..txt
Risale-i Nur’un uhrevi ve dünyevi faydaları,https://www.youtube.com/watch?v=_1vKk11arnQ,_1vKk11arnQ,Nur Neva ,2025-03-21,tr,otomatik,135_Risale_i_Nur’un_uhrevi_ve_dünyevi_faydaları.txt
Risale-i Nur benim bedelime sizlerle görüşür.,https://www.youtube.com/watch?v=GTFl-KciZUQ,GTFl-KciZUQ,Nur Neva ,2025-03-21,tr,otomatik,136_Risale_i_Nur_benim_bedelime_sizlerle_görüşür..txt
Müsamaha ile birbirine bakmak elzemdir!,https://www.youtube.com/watch?v=UC88grPtzbw,UC88grPtzbw,Nur Neva ,2025-03-20,tr,otomatik,137_Müsamaha_ile_birbirine_bakmak_elzemdir!.txt
Risale-i Nur hizmeti…,https://www.youtube.com/watch?v=uNGl1c0aBeQ,uNGl1c0aBeQ,Nur Neva ,2025-03-20,tr,otomatik,138_Risale_i_Nur_hizmeti….txt
Risale-i Nur yeryüzündeki en önemli meseledir…,https://www.youtube.com/watch?v=F12lfQT9hP4,F12lfQT9hP4,Nur Neva ,2025-03-20,tr,otomatik,139_Risale_i_Nur_yeryüzündeki_en_önemli_meseledir….txt
Dayanışmayı muhafaza etmek…,https://www.youtube.com/watch?v=C-rL69BAfic,C-rL69BAfic,Nur Neva ,2025-03-20,tr,otomatik,140_Dayanışmayı_muhafaza_etmek….txt
Üstad neden evlenmedi?,https://www.youtube.com/watch?v=7W32RL9ffrA,7W32RL9ffrA,Nur Neva ,2025-03-20,tr,otomatik,141_Üstad_neden_evlenmedi.txt
Dostun kapısına “dost” deyip inleyin…,https://www.youtube.com/watch?v=kzoat910xKA,kzoat910xKA,Nur Neva ,2025-03-20,tr,otomatik,142_Dostun_kapısına_“dost”_deyip_inleyin….txt
Meğer tatlı günler o günlermiş…,https://www.youtube.com/watch?v=l1xCO_2SecA,l1xCO_2SecA,Nur Neva ,2025-03-20,tr,otomatik,143_Meğer_tatlı_günler_o_günlermiş….txt
Peygamberin kürsüsü…,https://www.youtube.com/watch?v=4hsAQWTWjZc,4hsAQWTWjZc,Nur Neva ,2025-03-20,tr,otomatik,144_Peygamberin_kürsüsü….txt
O mağlup olmaz!,https://www.youtube.com/watch?v=IRFQva0CIuY,IRFQva0CIuY,Nur Neva ,2025-03-20,tr,otomatik,145_O_mağlup_olmaz!.txt
Risale-i Nurun esası Kurandır.,https://www.youtube.com/watch?v=BXxARDvJxWs,BXxARDvJxWs,Nur Neva ,2025-03-19,tr,otomatik,146_Risale_i_Nurun_esası_Kurandır..txt
Vallahi Allah sizi seviyor!!!,https://www.youtube.com/watch?v=c8J0HlgcSu4,c8J0HlgcSu4,Nur Neva ,2025-03-19,tr,otomatik,147_Vallahi_Allah_sizi_seviyor!!!.txt
Risale-i Nur ile meşgul olmak…,https://www.youtube.com/watch?v=PpfAdjQ7k8w,PpfAdjQ7k8w,Nur Neva ,2025-03-19,tr,otomatik,148_Risale_i_Nur_ile_meşgul_olmak….txt
Isparta velayetindeki kahramanlar gibi olmak…,https://www.youtube.com/watch?v=IZWoYbtcJIU,IZWoYbtcJIU,Nur Neva ,2025-03-19,tr,otomatik,149_Isparta_velayetindeki_kahramanlar_gibi_olmak….txt
Mahrem bir suale cevaptır!,https://www.youtube.com/watch?v=77TqFGTSm0o,77TqFGTSm0o,Nur Neva ,2025-03-19,tr,otomatik,150_Mahrem_bir_suale_cevaptır!.txt
Vazifemiz hizmettir! O bize yeter!,https://www.youtube.com/watch?v=MXsjRlZwPY0,MXsjRlZwPY0,Nur Neva ,2025-03-19,tr,otomatik,151_Vazifemiz_hizmettir!_O_bize_yeter!.txt
Şimdi hangisinin anlını öpeceksin?,https://www.youtube.com/watch?v=8SGhApQXCrM,8SGhApQXCrM,Nur Neva ,2025-03-19,tr,otomatik,152_Şimdi_hangisinin_anlını_öpeceksin.txt
Gözyaşları,https://www.youtube.com/watch?v=75yRy_m8X7k,75yRy_m8X7k,Nur Neva ,2025-03-19,tr,otomatik,153_Gözyaşları.txt
Hayalim buydu…,https://www.youtube.com/watch?v=O4XNFsTvTVg,O4XNFsTvTVg,Nur Neva ,2025-03-19,tr,otomatik,154_Hayalim_buydu….txt
Hayır dost! Sen yanmayacaksın!!!,https://www.youtube.com/watch?v=sfo5OoMAuqc,sfo5OoMAuqc,Nur Neva ,2025-03-18,tr,otomatik,155_Hayır_dost!_Sen_yanmayacaksın!!!.txt
Risale-i Nur derslerine ara vermeyiniz…,https://www.youtube.com/watch?v=4if-NDg6JaY,4if-NDg6JaY,Nur Neva ,2025-03-18,tr,otomatik,156_Risale_i_Nur_derslerine_ara_vermeyiniz….txt
Ramazan ve Leyle-i Kadir,https://www.youtube.com/watch?v=YngbgSMettY,YngbgSMettY,Nur Neva ,2025-03-18,tr,otomatik,157_Ramazan_ve_Leyle_i_Kadir.txt
Üstadın vefatından önce verdiği son ders!,https://www.youtube.com/watch?v=fDkat49hHpM,fDkat49hHpM,Nur Neva ,2025-03-18,tr,otomatik,158_Üstadın_vefatından_önce_verdiği_son_ders!.txt
Neden Üstadın yazdığı sözlerde bir kuvvet var?,https://www.youtube.com/watch?v=uZsP1Ir8jIE,uZsP1Ir8jIE,Nur Neva ,2025-03-18,tr,otomatik,159_Neden_Üstadın_yazdığı_sözlerde_bir_kuvvet_var.txt
Sancı çekmeden…,https://www.youtube.com/watch?v=Z09pNVgz_v8,Z09pNVgz_v8,Nur Neva ,2025-03-18,tr,otomatik,160_Sancı_çekmeden….txt
Biz ne diye ümitsizliğe düşelim ki?,https://www.youtube.com/watch?v=oltXjTUiEPU,oltXjTUiEPU,Nur Neva ,2025-03-18,tr,otomatik,161_Biz_ne_diye_ümitsizliğe_düşelim_ki.txt
Sabredenlere mizan vaz edimez…,https://www.youtube.com/watch?v=EAQbjDnqC6M,EAQbjDnqC6M,Nur Neva ,2025-03-18,tr,otomatik,162_Sabredenlere_mizan_vaz_edimez….txt
Ümitvar olunuz!,https://www.youtube.com/watch?v=4PKBTzC3VKk,4PKBTzC3VKk,Nur Neva ,2025-03-18,tr,otomatik,163_Ümitvar_olunuz!.txt
Daima varım diyecek bir cemaat…,https://www.youtube.com/watch?v=ygcHjKMmYRk,ygcHjKMmYRk,Nur Neva ,2025-03-18,tr,otomatik,164_Daima_varım_diyecek_bir_cemaat….txt
Bahtına düştüm kurban olayım…,https://www.youtube.com/watch?v=S5h3J-c-5VE,S5h3J-c-5VE,Nur Neva ,2025-03-18,tr,otomatik,165_Bahtına_düştüm_kurban_olayım….txt
Gülmeyi kendime “haram” dedim.,https://www.youtube.com/watch?v=s5dF5-qLELk,s5dF5-qLELk,Nur Neva ,2024-11-26,tr,otomatik,166_Gülmeyi_kendime_“haram”_dedim..txt
İsmim ile çağrıldığında…,https://www.youtube.com/watch?v=G5GICLuZiqQ,G5GICLuZiqQ,Nur Neva ,2024-11-26,tr,otomatik,167_İsmim_ile_çağrıldığında….txt
Muhterem Fethullah Gülen Hocaefendi'nin Sesinden Medine'nin Gülü,https://www.youtube.com/watch?v=yDHf30JojHw,yDHf30JojHw,Nur Neva ,2024-11-18,tr,otomatik,168_Muhterem_Fethullah_Gülen_Hocaefendi'nin_Sesinden_Medine'nin_Gülü.txt
HOCAEFENDİ İLE HACI KEMAL ERİMEZ ABİ BULUŞMASI,https://www.youtube.com/watch?v=oHrWHe4YGgM,oHrWHe4YGgM,Nur Neva ,2024-11-16,-,yok,-
ÇAĞA DAMGASINI VURAN NEFES; MUHTEREM FETHULLAH GÜLEN HOCAEFENDİ  Mehmet YILDIZ,https://www.youtube.com/watch?v=T7euzBkRyXY,T7euzBkRyXY,Nur Neva ,2024-10-17,tr,otomatik,170_ÇAĞA_DAMGASINI_VURAN_NEFES;_MUHTEREM_FETHULLAH_GÜLEN_HOCAEFENDİ_Mehmet_YILDIZ.txt
Maddiyat beklentisine girme!,https://www.youtube.com/watch?v=NDi6eaoBYIg,NDi6eaoBYIg,Nur Neva ,2024-09-17,tr,otomatik,171_Maddiyat_beklentisine_girme!.txt
Zaman gösterdiki isabetli yol Resullahın yoludur!,https://www.youtube.com/watch?v=X1iK7dmKaaQ,X1iK7dmKaaQ,Nur Neva ,2024-09-17,tr,otomatik,172_Zaman_gösterdiki_isabetli_yol_Resullahın_yoludur!.txt
Arz talep meselesi,https://www.youtube.com/watch?v=_CXwLePNKe8,_CXwLePNKe8,Nur Neva ,2024-09-17,tr,otomatik,173_Arz_talep_meselesi.txt
Kirli yüzüme evlatlarım bakmasın!,https://www.youtube.com/watch?v=uh1Ph9mWGxY,uh1Ph9mWGxY,Nur Neva ,2024-09-17,tr,otomatik,174_Kirli_yüzüme_evlatlarım_bakmasın!.txt
Keşke Edremitten Gemliğe kadar zeytinliğilim olsaydı…,https://www.youtube.com/watch?v=ZUvM_OHNEYo,ZUvM_OHNEYo,Nur Neva ,2024-09-17,tr,otomatik,175_Keşke_Edremitten_Gemliğe_kadar_zeytinliğilim_olsaydı….txt
Vay canına! Meğer beni kullanmışlar hep!,https://www.youtube.com/watch?v=z6GpUglC_gw,z6GpUglC_gw,Nur Neva ,2024-09-17,tr,otomatik,176_Vay_canına!_Meğer_beni_kullanmışlar_hep!.txt
Cömert olmak,https://www.youtube.com/watch?v=ZyDjBeQwi-U,ZyDjBeQwi-U,Nur Neva ,2024-09-17,tr,otomatik,177_Cömert_olmak.txt
Bütün Amerikayı verseler Korucuk Köyüne değişmem…,https://www.youtube.com/watch?v=vpLMSJR-5BA,vpLMSJR-5BA,Nur Neva ,2024-09-15,tr,otomatik,178_Bütün_Amerikayı_verseler_Korucuk_Köyüne_değişmem….txt
Dinine sahip çık!!!,https://www.youtube.com/watch?v=_jhmvA5kfkY,_jhmvA5kfkY,Nur Neva ,2024-09-15,tr,otomatik,179_Dinine_sahip_çık!!!.txt
Kar yağınca,https://www.youtube.com/watch?v=OlgG39Mg4v0,OlgG39Mg4v0,Nur Neva ,2024-09-13,tr,otomatik,180_Kar_yağınca.txt
Yatağımı serenim yok benim…,https://www.youtube.com/watch?v=RtpYyK1lP5A,RtpYyK1lP5A,Nur Neva ,2024-09-13,tr,otomatik,181_Yatağımı_serenim_yok_benim….txt
Davul gibi ses vermeye başlayanlar!!!,https://www.youtube.com/watch?v=jWNf2OG46FE,jWNf2OG46FE,Nur Neva ,2024-09-13,tr,otomatik,182_Davul_gibi_ses_vermeye_başlayanlar!!!.txt
Bu cemaat istikbal vaad etmez!!!,https://www.youtube.com/watch?v=uuSB4YO0IUE,uuSB4YO0IUE,Nur Neva ,2024-09-13,tr,otomatik,183_Bu_cemaat_istikbal_vaad_etmez!!!.txt
İnsanlık Bizim Çağımızdan nasibini alacak!,https://www.youtube.com/watch?v=qDBtATl2YKI,qDBtATl2YKI,Nur Neva ,2024-09-13,tr,otomatik,184_İnsanlık_Bizim_Çağımızdan_nasibini_alacak!.txt
Gidin! Gidin! 😊 Hoca Kim oluyor yahu!,https://www.youtube.com/watch?v=mBGMEDV8uY4,mBGMEDV8uY4,Nur Neva ,2024-09-13,tr,otomatik,185_Gidin!_Gidin!_😊_Hoca_Kim_oluyor_yahu!.txt
"Sabikunu Evvelun II.   İsmail Büyükçelebi, M.Ali Şengül, Abdullah Aymaz",https://www.youtube.com/watch?v=Syqte6S-CD8,Syqte6S-CD8,Nur Neva ,2024-09-13,tr,otomatik,"186_Sabikunu_Evvelun_II._İsmail_Büyükçelebi,_M.Ali_Şengül,_Abdullah_Aymaz.txt"
"Sabikunu Evvelin I.  Suat Yıldırım, Hacı Kemal Erimez, Yusuf Pekmezci",https://www.youtube.com/watch?v=ZjqAEn5E_Xc,ZjqAEn5E_Xc,Nur Neva ,2024-09-13,tr,otomatik,"187_Sabikunu_Evvelin_I._Suat_Yıldırım,_Hacı_Kemal_Erimez,_Yusuf_Pekmezci.txt"
Derdine Derman…,https://www.youtube.com/watch?v=1OOC1AMD4Ks,1OOC1AMD4Ks,Nur Neva ,2024-09-12,tr,otomatik,188_Derdine_Derman….txt
Üstad Bediüzzaman nasıl kitap okuyordu?,https://www.youtube.com/watch?v=loXgxIzJQ_8,loXgxIzJQ_8,Nur Neva ,2024-09-12,tr,otomatik,189_Üstad_Bediüzzaman_nasıl_kitap_okuyordu.txt
Talihliler Tahtına Oturduk,https://www.youtube.com/watch?v=qwLmJ_xuldQ,qwLmJ_xuldQ,Nur Neva ,2024-09-12,tr,otomatik,190_Talihliler_Tahtına_Oturduk.txt
Sizi Sahabe olmaya çağırıyorum!,https://www.youtube.com/watch?v=r-7JDvMDR6w,r-7JDvMDR6w,Nur Neva ,2024-09-12,-,yok,-
Fuzuli laf eden sonunu düşünsün!!!,https://www.youtube.com/watch?v=52tMq1upsck,52tMq1upsck,Nur Neva ,2024-09-11,tr,otomatik,192_Fuzuli_laf_eden_sonunu_düşünsün!!!.txt
İrade Cemaati,https://www.youtube.com/watch?v=yt2rt9A9uEA,yt2rt9A9uEA,Nur Neva ,2024-09-11,tr,otomatik,193_İrade_Cemaati.txt
Fıtratı bozuk sapıklar!!!,https://www.youtube.com/watch?v=bjYhHJai0TY,bjYhHJai0TY,Nur Neva ,2024-09-11,tr,otomatik,194_Fıtratı_bozuk_sapıklar!!!.txt
3 şey için Yemin ederdim…,https://www.youtube.com/watch?v=75JjdHBcQ4E,75JjdHBcQ4E,Nur Neva ,2024-09-11,tr,otomatik,195_3_şey_için_Yemin_ederdim….txt
Milletinizin düşmanı çoktur!,https://www.youtube.com/watch?v=lddkzVoFJQY,lddkzVoFJQY,Nur Neva ,2024-09-11,tr,otomatik,196_Milletinizin_düşmanı_çoktur!.txt
Allah aşkına bana duada yardımcı olun!,https://www.youtube.com/watch?v=nWEacnCzn30,nWEacnCzn30,Nur Neva ,2024-09-11,tr,otomatik,197_Allah_aşkına_bana_duada_yardımcı_olun!.txt
Namaz kılarken veda namazı kılın!,https://www.youtube.com/watch?v=sKDsKVbVwmA,sKDsKVbVwmA,Nur Neva ,2024-09-11,tr,otomatik,198_Namaz_kılarken_veda_namazı_kılın!.txt
Günahlardan arınma,https://www.youtube.com/watch?v=aIHLbcbMmvU,aIHLbcbMmvU,Nur Neva ,2024-09-11,tr,otomatik,199_Günahlardan_arınma.txt
Bir ayıyı sevmek için dua ettim!,https://www.youtube.com/watch?v=Li1gMltQOL4,Li1gMltQOL4,Nur Neva ,2024-09-11,tr,otomatik,200_Bir_ayıyı_sevmek_için_dua_ettim!.txt
Namaz! Namaz! Namaz!,https://www.youtube.com/watch?v=8uzcXhRKQ3Q,8uzcXhRKQ3Q,Nur Neva ,2024-09-11,tr,otomatik,201_Namaz!_Namaz!_Namaz!.txt
Üstadın kaderi!,https://www.youtube.com/watch?v=HnViPMB-cdE,HnViPMB-cdE,Nur Neva ,2024-09-11,tr,otomatik,202_Üstadın_kaderi!.txt
Dava şuuru,https://www.youtube.com/watch?v=c5SE0L9EdQk,c5SE0L9EdQk,Nur Neva ,2024-09-11,tr,otomatik,203_Dava_şuuru.txt
Kimseye Darılmayın!,https://www.youtube.com/watch?v=xHJiX0d-mjw,xHJiX0d-mjw,Nur Neva ,2024-09-11,tr,otomatik,204_Kimseye_Darılmayın!.txt
Necip Millet,https://www.youtube.com/watch?v=Ds94LLoQ-q0,Ds94LLoQ-q0,Nur Neva ,2024-09-11,-,yok,-
Efendimizin (Sav) yolu,https://www.youtube.com/watch?v=12ZT9wpUqg0,12ZT9wpUqg0,Nur Neva ,2024-09-11,tr,otomatik,206_Efendimizin_(Sav)_yolu.txt
Ahirette Emin olmak!,https://www.youtube.com/watch?v=Qv-amxySxv8,Qv-amxySxv8,Nur Neva ,2024-09-11,tr,otomatik,207_Ahirette_Emin_olmak!.txt
Rab ile tam temas,https://www.youtube.com/watch?v=tudgt3jpQy8,tudgt3jpQy8,Nur Neva ,2024-09-10,tr,otomatik,208_Rab_ile_tam_temas.txt
Hassasiyet,https://www.youtube.com/watch?v=FW2vgDfRYh4,FW2vgDfRYh4,Nur Neva ,2024-09-10,tr,otomatik,209_Hassasiyet.txt
İbretlik bir olay…,https://www.youtube.com/watch?v=33Uqt9kEQb8,33Uqt9kEQb8,Nur Neva ,2024-09-10,tr,otomatik,210_İbretlik_bir_olay….txt
Seleften Allah razı olsun!!!,https://www.youtube.com/watch?v=QmMREk-6USU,QmMREk-6USU,Nur Neva ,2024-09-10,tr,otomatik,211_Seleften_Allah_razı_olsun!!!.txt
Sorumluluk,https://www.youtube.com/watch?v=sGDBsL0M3uc,sGDBsL0M3uc,Nur Neva ,2024-09-10,tr,otomatik,212_Sorumluluk.txt
Dert,https://www.youtube.com/watch?v=nyYDA5onR4Q,nyYDA5onR4Q,Nur Neva ,2024-09-10,tr,otomatik,213_Dert.txt
Hizmet talep edilmeli…,https://www.youtube.com/watch?v=A0bJiS3uYyY,A0bJiS3uYyY,Nur Neva ,2024-09-10,tr,otomatik,214_Hizmet_talep_edilmeli….txt
Sultan Abdülhamid Han,https://www.youtube.com/watch?v=USuvchiXukU,USuvchiXukU,Nur Neva ,2024-09-10,tr,otomatik,215_Sultan_Abdülhamid_Han.txt
Üstadımızın Talebeleri,https://www.youtube.com/watch?v=uvlH4Y3TbeM,uvlH4Y3TbeM,Nur Neva ,2024-09-10,tr,otomatik,216_Üstadımızın_Talebeleri.txt
Musab Bin Umeyr (R.A),https://www.youtube.com/watch?v=6ciaAQ8fu6Q,6ciaAQ8fu6Q,Nur Neva ,2024-09-10,tr,otomatik,217_Musab_Bin_Umeyr_(R.A).txt
Yangın var!!!,https://www.youtube.com/watch?v=mfHeCL21290,mfHeCL21290,Nur Neva ,2024-09-10,tr,otomatik,218_Yangın_var!!!.txt
Vallahi Allah sizi seviyor!,https://www.youtube.com/watch?v=OtNokaB4j7Y,OtNokaB4j7Y,Nur Neva ,2024-09-09,tr,otomatik,219_Vallahi_Allah_sizi_seviyor!.txt
Cennet yolu…,https://www.youtube.com/watch?v=BH9Dt-djDgI,BH9Dt-djDgI,Nur Neva ,2024-09-09,tr,otomatik,220_Cennet_yolu….txt
Bakar kör yaşayan…,https://www.youtube.com/watch?v=pqgzQhF2pI0,pqgzQhF2pI0,Nur Neva ,2024-09-09,tr,otomatik,221_Bakar_kör_yaşayan….txt
Bir kısım toy düşünceler…,https://www.youtube.com/watch?v=skqMQat4jDE,skqMQat4jDE,Nur Neva ,2024-09-09,tr,otomatik,222_Bir_kısım_toy_düşünceler….txt
Ömür,https://www.youtube.com/watch?v=lvgxN4BDKLY,lvgxN4BDKLY,Nur Neva ,2024-09-09,tr,otomatik,223_Ömür.txt
Allah varsa herşey var!,https://www.youtube.com/watch?v=e8y04EyHRpw,e8y04EyHRpw,Nur Neva ,2024-09-09,tr,otomatik,224_Allah_varsa_herşey_var!.txt
Mevla Seni Sevmez mi?,https://www.youtube.com/watch?v=30nhau-FbG0,30nhau-FbG0,Nur Neva ,2024-09-09,tr,otomatik,225_Mevla_Seni_Sevmez_mi.txt
Herşey Allahtandır!,https://www.youtube.com/watch?v=OgkUdPBpwI8,OgkUdPBpwI8,Nur Neva ,2024-09-09,tr,otomatik,226_Herşey_Allahtandır!.txt
Ben Allaha GÜVENDİM!!!,https://www.youtube.com/watch?v=L85920-ihds,L85920-ihds,Nur Neva ,2024-09-09,tr,otomatik,227_Ben_Allaha_GÜVENDİM!!!.txt
Zorlanma dönemlerinin en zorlusu…,https://www.youtube.com/watch?v=pXGvqBZYcwA,pXGvqBZYcwA,Nur Neva ,2024-09-09,tr,otomatik,228_Zorlanma_dönemlerinin_en_zorlusu….txt
Münafıklık alâmeti…,https://www.youtube.com/watch?v=c8k3FStkKUk,c8k3FStkKUk,Nur Neva ,2024-09-09,tr,otomatik,229_Münafıklık_alâmeti….txt
Küreselleşme -Online Toplantılar,https://www.youtube.com/watch?v=4akvCWFolVY,4akvCWFolVY,Nur Neva ,2024-09-09,tr,otomatik,230_Küreselleşme_Online_Toplantılar.txt
Bir SIR!,https://www.youtube.com/watch?v=u8jSjaeqxrs,u8jSjaeqxrs,Nur Neva ,2024-09-08,tr,otomatik,231_Bir_SIR!.txt
Kuran ile…,https://www.youtube.com/watch?v=HyhLA_woThQ,HyhLA_woThQ,Nur Neva ,2024-09-08,tr,otomatik,232_Kuran_ile….txt
La havle vela kuvvete,https://www.youtube.com/watch?v=AoJKhawsKg0,AoJKhawsKg0,Nur Neva ,2024-09-08,tr,otomatik,233_La_havle_vela_kuvvete.txt
Ahiret inancı,https://www.youtube.com/watch?v=GQlRBHlbiFA,GQlRBHlbiFA,Nur Neva ,2024-09-08,tr,otomatik,234_Ahiret_inancı.txt
Kur’an ın elmas düsturları,https://www.youtube.com/watch?v=4NbW9wmiqDs,4NbW9wmiqDs,Nur Neva ,2024-09-08,tr,otomatik,235_Kur’an_ın_elmas_düsturları.txt
Ümitsizlik kafir sıfatıdır!!!,https://www.youtube.com/watch?v=pC-7x-fjU0U,pC-7x-fjU0U,Nur Neva ,2024-09-08,tr,otomatik,236_Ümitsizlik_kafir_sıfatıdır!!!.txt
Hz Muhammed (sav),https://www.youtube.com/watch?v=K4S0kok6Hlw,K4S0kok6Hlw,Nur Neva ,2024-09-08,tr,otomatik,237_Hz_Muhammed_(sav).txt
Nerdesin?,https://www.youtube.com/watch?v=CTEaGpclWW0,CTEaGpclWW0,Nur Neva ,2024-09-08,tr,otomatik,238_Nerdesin.txt
Ey ümmeti Muhammed!!! (Sav),https://www.youtube.com/watch?v=u7Umf4nOPls,u7Umf4nOPls,Nur Neva ,2024-09-08,tr,otomatik,239_Ey_ümmeti_Muhammed!!!_(Sav).txt
Sırat Köprüsü,https://www.youtube.com/watch?v=2jd58FX_lYE,2jd58FX_lYE,Nur Neva ,2024-09-08,tr,otomatik,240_Sırat_Köprüsü.txt
Söz!!!,https://www.youtube.com/watch?v=DU7P6FRmYdc,DU7P6FRmYdc,Nur Neva ,2024-09-08,tr,otomatik,241_Söz!!!.txt
Bediüzzaman,https://www.youtube.com/watch?v=RHg5Zx6cokw,RHg5Zx6cokw,Nur Neva ,2024-09-08,tr,otomatik,242_Bediüzzaman.txt
Bediüzzaman - Barla,https://www.youtube.com/watch?v=5AL5bsJcA0o,5AL5bsJcA0o,Nur Neva ,2024-09-08,tr,otomatik,243_Bediüzzaman_Barla.txt
Cemaat,https://www.youtube.com/watch?v=RWz91Ca7698,RWz91Ca7698,Nur Neva ,2024-09-08,tr,otomatik,244_Cemaat.txt
Allah’ı (cc) razı etmek…,https://www.youtube.com/watch?v=qH0Z8xovK_I,qH0Z8xovK_I,Nur Neva ,2024-09-08,tr,otomatik,245_Allah’ı_(cc)_razı_etmek….txt
Sevgi - Anadolu İnsanı,https://www.youtube.com/watch?v=lWwpVistB38,lWwpVistB38,Nur Neva ,2024-09-08,tr,otomatik,246_Sevgi_Anadolu_İnsanı.txt
Ay etrafındaki hâle,https://www.youtube.com/watch?v=THPDd4vm9Xw,THPDd4vm9Xw,Nur Neva ,2024-09-08,tr,otomatik,247_Ay_etrafındaki_hâle.txt
Bu dava sizin kaderiniz olmalı…,https://www.youtube.com/watch?v=d0-MrRvCoOE,d0-MrRvCoOE,Nur Neva ,2024-09-08,tr,otomatik,248_Bu_dava_sizin_kaderiniz_olmalı….txt
Var mısınız?,https://www.youtube.com/watch?v=fHq7NvhZWKM,fHq7NvhZWKM,Nur Neva ,2024-09-08,tr,otomatik,249_Var_mısınız.txt
Tenkit!!!,https://www.youtube.com/watch?v=H9vSKLMvXmQ,H9vSKLMvXmQ,Nur Neva ,2024-09-08,tr,otomatik,250_Tenkit!!!.txt
Bazı dualar…,https://www.youtube.com/watch?v=Uff8tRksFnw,Uff8tRksFnw,Nur Neva ,2024-09-08,tr,otomatik,251_Bazı_dualar….txt
Seher vakti!,https://www.youtube.com/watch?v=68N9Qy_gA1A,68N9Qy_gA1A,Nur Neva ,2024-09-08,tr,otomatik,252_Seher_vakti!.txt
Bağışlanma isteyen “Amr”,https://www.youtube.com/watch?v=EY40MVYA5VQ,EY40MVYA5VQ,Nur Neva ,2024-09-08,tr,otomatik,253_Bağışlanma_isteyen_“Amr”.txt
Gariplere “SELAM” olsun!!!,https://www.youtube.com/watch?v=drrEbdED0L4,drrEbdED0L4,Nur Neva ,2024-09-08,tr,otomatik,254_Gariplere_“SELAM”_olsun!!!.txt
Ümitsizliğe düşmemek,https://www.youtube.com/watch?v=wdtT4BLU5KY,wdtT4BLU5KY,Nur Neva ,2024-09-08,tr,otomatik,255_Ümitsizliğe_düşmemek.txt
Kendinde arayacaksın,https://www.youtube.com/watch?v=DFLvXXVBzKk,DFLvXXVBzKk,Nur Neva ,2024-09-08,tr,otomatik,256_Kendinde_arayacaksın.txt
Rabbim beni bu cemaate bağışla…,https://www.youtube.com/watch?v=K55ewOU6D9k,K55ewOU6D9k,Nur Neva ,2024-09-08,tr,otomatik,257_Rabbim_beni_bu_cemaate_bağışla….txt
Cennete çıkmak,https://www.youtube.com/watch?v=ZZVDCuhe2dw,ZZVDCuhe2dw,Nur Neva ,2024-09-08,tr,otomatik,258_Cennete_çıkmak.txt
Kıyamet günü,https://www.youtube.com/watch?v=JrX4Ff8T2Q4,JrX4Ff8T2Q4,Nur Neva ,2024-09-08,tr,otomatik,259_Kıyamet_günü.txt
Seviyorsan anlatacaksın!,https://www.youtube.com/watch?v=ceR8DCkyHQI,ceR8DCkyHQI,Nur Neva ,2024-09-08,tr,otomatik,260_Seviyorsan_anlatacaksın!.txt
Ne olursa olsun ayrılmayız bu yoldan…,https://www.youtube.com/watch?v=L3UbObjeNFs,L3UbObjeNFs,Nur Neva ,2024-09-08,tr,otomatik,261_Ne_olursa_olsun_ayrılmayız_bu_yoldan….txt
Mümin kafire teslim olmaz…,https://www.youtube.com/watch?v=Tm4mgkPRrBQ,Tm4mgkPRrBQ,Nur Neva ,2024-09-08,tr,otomatik,262_Mümin_kafire_teslim_olmaz….txt
Dua,https://www.youtube.com/watch?v=D4_KjJ6G6WU,D4_KjJ6G6WU,Nur Neva ,2024-09-08,tr,otomatik,263_Dua.txt
Kuran sizden ne bekliyor?,https://www.youtube.com/watch?v=izq09teCgqw,izq09teCgqw,Nur Neva ,2024-09-08,tr,otomatik,264_Kuran_sizden_ne_bekliyor.txt
